,price,speed,hd,ram,screen,cd,multi,premium,ads
3355,2259,25,212,4,17,no,no,no,307
3356,2599,66,450,8,15,yes,no,yes,307
3357,1695,50,340,8,14,no,no,yes,307
3358,3029,100,527,16,15,yes,yes,yes,307
3359,1639,33,120,4,14,no,no,no,307
3360,1694,25,214,4,14,yes,yes,yes,307
3361,2499,66,528,8,15,yes,no,yes,307
3362,1559,33,212,4,14,no,no,yes,307
3363,2590,50,528,16,14,yes,no,yes,307
3364,2720,100,528,8,14,yes,no,yes,307
3365,1570,33,340,4,15,no,no,yes,307
3366,2743,100,426,8,14,yes,yes,yes,307
3367,2189,33,212,4,15,no,no,no,307
3368,2090,75,214,4,14,no,no,yes,307
3369,1944,25,426,8,14,yes,no,yes,307
3370,1529,33,170,4,14,yes,yes,yes,307
3371,2494,25,528,16,14,yes,yes,yes,307
3372,2499,100,340,8,14,yes,no,yes,307
3373,2595,66,530,16,15,yes,no,yes,307
3374,1558,33,212,4,14,yes,yes,yes,307
3375,1395,25,340,8,14,no,no,yes,307
3376,1625,33,240,4,14,no,no,no,307
3377,2309,33,120,4,17,no,no,no,307
3378,1695,33,425,8,15,no,no,yes,307
3379,1844,33,214,4,14,no,no,yes,307
3380,2425,66,530,16,15,no,no,yes,307
3381,2550,66,340,8,15,yes,yes,yes,307
3382,1995,50,212,8,14,yes,yes,yes,307
3383,1765,66,340,4,14,yes,no,yes,307
3384,1890,75,107,2,15,no,no,yes,307
3385,1595,33,340,8,14,no,no,yes,307
3386,1995,100,107,2,14,no,no,yes,307
3387,2949,100,527,16,15,yes,no,yes,307
3388,1494,25,107,2,14,yes,yes,yes,307
3389,2490,75,426,8,14,yes,no,yes,307
3390,1894,50,420,4,15,yes,no,yes,307
3391,2495,50,528,16,14,yes,no,yes,307
3392,2149,66,212,4,14,no,no,no,307
3393,2244,50,426,8,14,yes,no,yes,307
3394,3229,66,527,8,14,no,no,no,307
3395,2490,33,528,16,15,yes,no,yes,307
3396,2425,100,425,8,15,yes,no,yes,307
3397,1890,25,426,8,14,yes,no,yes,307
3398,2044,25,426,8,14,yes,no,yes,307
3399,2290,25,528,16,14,yes,no,yes,307
3400,1790,50,214,4,15,no,no,yes,307
3401,3397,66,450,16,15,yes,yes,yes,307
3402,2595,66,528,16,14,yes,no,yes,307
3403,2259,50,340,4,14,no,no,no,307
3404,2075,66,425,8,15,yes,no,yes,307
3405,1195,25,107,2,14,no,no,yes,339
3406,2999,100,527,16,15,yes,no,yes,339
3407,1795,25,426,8,14,yes,no,yes,339
3408,1599,33,210,4,14,yes,no,yes,339
3409,1644,25,214,4,14,no,no,yes,339
3410,1639,33,120,4,14,no,no,no,339
3411,2690,100,426,8,14,yes,no,yes,339
3412,1644,50,107,2,14,no,no,yes,339
3413,2694,75,426,8,14,yes,yes,yes,339
3414,1690,66,107,2,15,no,no,yes,339
3415,1465,66,210,4,14,no,no,yes,339
3416,1790,50,214,4,14,no,no,yes,339
3417,3129,66,527,8,14,no,no,no,339
3418,1690,33,340,4,14,yes,yes,yes,339
3419,2195,25,528,16,14,yes,no,yes,339
3420,2344,66,426,8,14,yes,no,yes,339
3421,1999,33,420,8,14,yes,no,yes,339
3422,1995,33,340,8,15,yes,no,yes,339
3423,2299,100,452,8,15,yes,no,yes,339
3424,3244,100,528,16,14,yes,no,yes,339
3425,2249,100,420,8,14,yes,no,yes,339
3426,1995,33,540,8,14,yes,no,yes,339
3427,2499,66,340,4,14,no,no,no,339
3428,2625,66,530,8,17,yes,no,yes,339
3429,2095,50,426,8,14,yes,no,yes,339
3430,1795,75,107,2,14,no,no,yes,339
3431,1799,66,212,4,14,no,no,yes,339
3432,1844,66,107,2,14,no,no,yes,339
3433,2365,66,540,8,15,yes,no,yes,339
3434,1689,25,212,4,14,no,no,no,339
3435,1995,66,340,8,14,yes,yes,yes,339
3436,2044,75,107,2,14,no,no,yes,339
3437,1999,33,212,4,15,no,no,no,339
3438,1795,66,340,8,14,no,no,yes,339
3439,2394,50,426,8,14,yes,yes,yes,339
3440,1295,33,340,4,14,no,no,yes,339
3441,2609,33,212,4,17,no,no,no,339
3442,1944,66,214,4,14,no,no,yes,339
3443,1890,25,426,8,15,yes,no,yes,339
3444,2469,33,340,4,15,no,no,no,339
3445,2144,75,214,4,14,no,no,yes,339
3446,1495,50,107,2,14,no,no,yes,339
3447,1644,33,107,2,14,no,no,yes,339
3448,2669,50,340,8,14,no,no,no,339
3449,1899,50,340,8,15,yes,no,yes,339
3450,2090,33,528,8,14,yes,no,yes,339
3451,1879,33,340,8,15,yes,no,yes,339
3452,2429,100,420,8,15,yes,no,yes,339
3453,1695,50,340,8,14,no,no,yes,339
3454,2995,100,528,16,14,yes,no,yes,339
3455,2265,100,340,8,15,no,no,yes,339
3456,1559,33,212,4,14,no,no,yes,339
3457,1495,33,340,4,14,yes,no,yes,339
3458,1589,25,212,4,14,no,no,no,339
3459,2259,50,340,4,14,no,no,no,339
3460,2215,100,425,8,15,no,no,yes,339
3461,1795,100,210,4,14,no,no,yes,339
3462,1849,33,212,4,14,no,no,no,339
3463,2190,50,426,8,14,yes,no,yes,339
3464,1794,33,340,4,14,yes,yes,yes,339
3465,1690,33,214,4,14,no,no,yes,339
3466,1844,50,214,4,14,no,no,yes,339
3467,2090,75,214,4,15,no,no,yes,339
3468,2344,100,214,4,14,no,no,yes,339
3469,1260,33,210,4,15,no,no,yes,339
3470,2144,100,107,2,14,no,no,yes,339
3471,2199,100,340,8,14,no,no,yes,339
3472,2029,33,420,8,14,yes,yes,yes,339
3473,2509,50,340,4,15,no,no,no,339
3474,1490,25,214,4,15,no,no,yes,339
3475,2065,66,540,8,15,no,no,yes,339
3476,1899,33,420,8,14,yes,no,yes,339
3477,1495,33,340,4,14,no,no,yes,339
3478,1890,25,426,8,14,yes,no,yes,339
3479,2215,66,425,8,15,yes,yes,yes,339
3480,2090,100,107,2,14,no,no,yes,339
3481,2299,100,425,8,14,no,no,yes,339
3482,2904,66,340,8,17,yes,no,yes,339
3483,2425,66,340,8,17,yes,yes,yes,339
3484,1999,66,340,8,15,yes,no,yes,339
3485,2115,66,340,8,15,yes,no,yes,339
3486,2744,66,528,16,14,yes,no,yes,339
3487,1999,33,420,8,15,yes,no,yes,339
3488,1795,33,425,8,15,no,no,yes,339
3489,2290,66,426,8,14,yes,no,yes,339
3490,1890,66,214,4,15,no,no,yes,339
3491,2090,75,214,4,14,no,no,yes,339
3492,1550,66,210,4,15,no,no,yes,339
3493,1890,75,107,2,15,no,no,yes,339
3494,2894,100,426,8,14,yes,yes,yes,339
3495,1490,33,107,2,14,no,no,yes,339
3496,2244,50,426,8,14,yes,no,yes,339
3497,2544,33,528,16,14,yes,no,yes,339
3498,2695,66,528,8,15,yes,no,yes,339
3499,1915,66,425,8,15,no,no,yes,339
3500,2890,75,528,16,14,yes,no,yes,339
3501,2244,75,214,4,14,no,no,yes,339
3502,1399,33,210,4,14,yes,no,yes,339
3503,2399,66,212,4,15,no,no,no,339
3504,2444,25,528,16,14,yes,no,yes,339
3505,3799,66,527,8,17,no,no,no,339
3506,1395,33,107,2,14,no,no,yes,339
3507,2944,75,528,16,14,yes,no,yes,339
3508,1495,50,214,4,14,no,no,yes,339
3509,3144,100,528,16,14,yes,no,yes,339
3510,1595,66,107,2,14,no,no,yes,339
3511,2590,50,528,16,14,yes,no,yes,339
3512,2644,75,426,8,14,yes,no,yes,339
3513,1590,50,107,2,14,no,no,yes,339
3514,1945,66,340,8,15,no,no,yes,339
3515,1995,33,426,8,14,yes,no,yes,339
3516,1529,33,210,4,14,yes,yes,yes,339
3517,2425,100,425,8,15,yes,yes,yes,339
3518,2349,100,420,8,15,yes,no,yes,339
3519,2144,33,426,8,14,yes,no,yes,339
3520,2925,100,530,8,17,yes,no,yes,339
3521,2249,66,212,4,14,no,no,no,339
3522,2095,100,425,8,15,no,no,yes,339
3523,2094,25,426,8,14,yes,yes,yes,339
3524,2344,50,426,8,14,yes,no,yes,339
3525,1744,33,214,4,14,no,no,yes,339
3526,2195,100,214,4,14,no,no,yes,339
3527,1890,66,214,4,14,no,no,yes,339
3528,2794,50,528,16,14,yes,yes,yes,339
3529,2309,33,120,4,17,no,no,no,339
3530,1825,33,340,8,15,no,no,yes,339
3531,2845,100,540,8,17,yes,no,yes,339
3532,3499,100,1000,16,15,yes,no,yes,339
3533,1515,33,210,4,14,yes,no,yes,339
3534,2558,100,425,8,14,yes,yes,yes,339
3535,2690,100,528,8,14,yes,no,yes,339
3536,2244,100,107,2,14,no,no,yes,339
3537,2694,33,528,16,14,yes,yes,yes,339
3538,3239,50,340,8,17,no,no,no,339
3539,1849,33,340,4,14,no,no,no,339
3540,2644,33,528,16,14,yes,no,yes,339
3541,2195,66,426,8,14,yes,no,yes,339
3542,2419,33,212,4,17,no,no,no,339
3543,2569,50,340,8,14,no,no,no,339
3544,3019,66,340,8,15,no,no,no,339
3545,3149,66,527,16,17,yes,no,yes,339
3546,2090,33,426,8,14,yes,no,yes,339
3547,2545,100,530,8,15,yes,yes,yes,339
3548,1345,33,210,4,14,yes,no,yes,339
3549,2259,25,212,4,17,no,no,no,339
3550,2590,50,528,16,15,yes,no,yes,339
3551,2345,33,425,8,17,yes,yes,yes,339
3552,3049,100,527,16,15,yes,no,yes,339
3553,2744,50,528,16,14,yes,no,yes,339
3554,2395,33,528,16,14,yes,no,yes,339
3555,2379,100,420,8,14,yes,yes,yes,339
3556,2645,66,540,8,17,yes,no,yes,339
3557,1594,33,340,4,15,yes,no,yes,339
3558,2445,66,425,8,17,yes,yes,yes,339
3559,2099,33,420,8,14,yes,no,yes,339
3560,3090,100,528,16,14,yes,no,yes,339
3561,2575,100,530,8,15,yes,no,yes,339
3562,1739,33,120,4,14,no,no,no,339
3563,2044,25,426,8,14,yes,no,yes,339
3564,2425,33,540,8,17,yes,no,yes,339
3565,2290,100,214,4,14,no,no,yes,339
3566,1839,25,212,4,15,no,no,no,339
3567,1890,25,528,8,14,yes,no,yes,339
3568,1290,25,107,2,15,no,no,yes,339
3569,2290,25,528,16,14,yes,no,yes,339
3570,2399,100,420,8,14,yes,no,yes,339
3571,2595,66,528,16,14,yes,no,yes,339
3572,2494,25,528,16,14,yes,yes,yes,339
3573,2435,100,340,8,15,yes,no,yes,339
3574,2844,100,426,8,14,yes,no,yes,339
3575,2989,66,424,8,14,no,no,no,339
3576,2545,100,425,8,15,yes,yes,yes,339
3577,2343,66,426,8,14,yes,yes,yes,339
3578,1249,25,100,4,14,no,no,no,339
3579,1890,75,107,2,14,no,no,yes,339
3580,2179,66,425,8,14,no,no,yes,339
3581,1939,33,212,4,14,no,no,no,339
3582,2390,50,420,8,15,yes,yes,yes,339
3583,1595,33,214,4,14,no,no,yes,339
3584,2929,50,340,4,17,no,no,no,339
3585,1945,33,540,8,15,no,no,yes,339
3586,2175,33,340,8,17,no,no,yes,339
3587,3129,100,527,16,15,yes,yes,yes,339
3588,1625,33,240,4,14,no,no,no,339
3589,2355,66,340,8,15,yes,no,yes,339
3590,1925,33,340,4,17,no,no,yes,339
3591,3090,100,528,16,15,yes,no,yes,339
3592,2299,66,340,16,15,yes,no,yes,339
3593,3099,100,527,16,15,yes,no,yes,339
3594,2490,33,528,16,15,yes,no,yes,339
3595,2615,100,530,8,15,yes,no,yes,339
3596,2189,33,212,4,15,no,no,no,339
3597,2743,100,426,8,14,yes,yes,yes,339
3598,1399,33,210,4,14,no,no,yes,339
3599,2699,100,450,8,15,yes,no,yes,339
3600,1599,50,340,4,14,no,no,yes,339
3601,2149,66,212,4,14,no,no,no,339
3602,2499,100,420,8,14,yes,no,yes,339
3603,2495,50,528,16,14,yes,no,yes,339
3604,2343,66,426,8,14,yes,yes,yes,339
3605,2190,50,426,8,15,yes,no,yes,339
3606,1844,33,214,4,14,no,no,yes,339
3607,2690,100,426,8,15,yes,no,yes,339
3608,1344,25,107,2,14,no,no,yes,339
3609,1695,50,214,4,14,no,no,yes,339
3610,1175,33,210,4,14,no,no,yes,339
3611,1995,75,214,4,14,no,no,yes,339
3612,1944,75,107,2,14,no,no,yes,339
3613,2849,66,527,16,15,yes,no,yes,339
3614,2544,75,426,8,14,yes,no,yes,339
3615,3659,66,424,8,17,no,no,no,339
3616,1749,33,212,4,14,no,no,no,339
3617,3439,66,340,8,17,no,no,no,339
3618,1944,50,214,4,14,no,no,yes,339
3619,1990,50,420,4,14,yes,yes,yes,339
3620,3349,100,527,16,17,yes,no,yes,339
3621,2395,75,426,8,14,yes,no,yes,339
3622,2495,100,540,8,15,yes,no,yes,339
3623,2615,100,340,8,17,no,no,yes,339
3624,3089,66,424,8,14,no,no,no,339
3625,3294,100,528,16,14,yes,yes,yes,339
3626,2127,33,540,8,14,yes,yes,yes,339
3627,1444,25,107,2,14,no,no,yes,339
3628,2244,33,426,8,14,yes,no,yes,339
3629,2644,50,528,16,14,yes,no,yes,339
3630,2315,66,530,8,15,yes,no,yes,339
3631,2665,100,540,8,15,yes,no,yes,339
3632,3239,66,424,8,15,no,no,no,339
3633,2275,66,530,8,15,yes,no,yes,339
3634,2490,75,426,8,14,yes,no,yes,339
3635,2427,66,540,8,15,yes,yes,yes,339
3636,2690,66,528,16,14,yes,no,yes,339
3637,1509,25,120,4,15,no,no,no,339
3638,2899,66,527,16,15,yes,no,yes,339
3639,2195,66,426,8,14,yes,no,yes,339
3640,2044,66,214,4,14,no,no,yes,339
3641,1490,33,107,2,15,no,no,yes,339
3642,2344,25,528,16,14,yes,no,yes,339
3643,2894,66,528,16,14,yes,yes,yes,339
3644,2819,50,340,8,15,no,no,no,339
3645,1944,25,426,8,14,yes,no,yes,339
3646,3094,75,528,16,14,yes,yes,yes,339
3647,2095,66,425,8,15,yes,yes,yes,339
3648,1965,100,210,4,14,yes,no,yes,339
3649,3299,66,1000,16,15,yes,no,yes,339
3650,2090,100,107,2,15,no,no,yes,339
3651,2190,50,528,8,14,yes,no,yes,339
3652,1345,33,210,4,14,no,no,yes,339
3653,3304,66,420,16,17,yes,no,yes,339
3654,1499,33,210,4,14,yes,no,yes,339
3655,1725,33,340,4,17,no,no,yes,339
3656,2290,66,426,8,15,yes,no,yes,339
3657,2115,33,530,8,15,yes,yes,yes,339
3658,1690,33,214,4,15,no,no,yes,339
3659,1595,33,214,4,14,no,no,yes,339
3660,1595,33,340,8,14,no,no,yes,339
3661,1675,33,425,8,15,no,no,yes,339
3662,1744,66,107,2,14,no,no,yes,339
3663,3379,66,527,8,15,no,no,no,339
3664,2744,100,426,8,14,yes,no,yes,339
3665,1259,25,120,4,14,no,no,no,339
3666,2449,100,420,8,14,yes,no,yes,339
3667,2889,33,340,4,17,no,no,no,339
3668,1744,50,107,2,14,no,no,yes,339
3669,1635,66,210,4,14,yes,no,yes,339
3670,1929,25,120,4,17,no,no,no,339
3671,2627,100,540,8,15,yes,yes,yes,339
3672,2744,50,420,8,17,yes,no,yes,339
3673,1999,50,340,4,14,yes,yes,yes,339
3674,1795,66,425,8,15,no,no,yes,339
3675,2819,66,212,4,17,no,no,no,339
3676,2890,75,528,16,15,yes,no,yes,339
3677,1499,33,210,4,15,yes,no,yes,339
3678,2295,66,540,8,15,yes,no,yes,339
3679,2290,66,528,8,14,yes,no,yes,339
3680,2690,66,528,16,15,yes,no,yes,339
3681,1595,66,214,4,14,no,no,yes,339
3682,1359,25,120,4,14,no,no,no,339
3683,2490,75,426,8,15,yes,no,yes,339
3684,2490,75,528,8,14,yes,no,yes,339
3685,1995,33,426,8,14,yes,no,yes,339
3686,2115,33,425,8,15,yes,yes,yes,339
3687,2124,33,240,4,14,yes,yes,no,339
3688,1795,50,420,4,14,yes,no,yes,339
3689,3229,66,527,8,14,no,no,no,339
3690,2775,100,425,8,17,yes,yes,yes,339
3691,1395,25,340,8,14,no,no,yes,339
3692,1899,66,340,8,15,no,no,yes,339
3693,1490,25,214,4,14,no,no,yes,339
3694,2775,66,420,16,15,yes,no,yes,339
3695,2359,50,340,4,14,no,no,no,339
3696,1544,25,214,4,14,no,no,yes,339
3697,2795,75,528,16,14,yes,no,yes,339
3698,1995,33,425,8,15,yes,yes,yes,339
3699,2494,66,426,8,14,yes,yes,yes,339
3700,2970,66,420,16,15,yes,yes,yes,339
3701,2444,100,214,4,14,no,no,yes,339
3702,2529,100,420,8,14,yes,yes,yes,339
3703,2769,66,340,8,14,no,no,no,339
3704,1544,33,107,2,14,no,no,yes,339
3705,1995,100,107,2,14,no,no,yes,339
3706,2595,100,426,8,14,yes,no,yes,339
3707,3044,75,528,16,14,yes,no,yes,339
3708,1395,33,214,4,14,no,no,yes,339
3709,2444,66,426,8,14,yes,no,yes,339
3710,2294,33,426,8,14,yes,yes,yes,339
3711,1795,66,214,4,14,no,no,yes,339
3712,1430,33,210,4,15,no,no,yes,339
3713,1889,33,120,4,15,no,no,no,339
3714,2290,100,214,4,15,no,no,yes,339
3715,2215,66,530,8,15,yes,yes,yes,339
3716,2799,66,527,16,15,yes,no,yes,339
3717,2295,66,340,8,17,no,no,yes,339
3718,2195,50,420,8,15,yes,no,yes,339
3719,1594,33,340,4,14,yes,yes,yes,339
3720,1290,25,107,2,14,no,no,yes,339
3721,2319,33,340,4,14,no,no,no,339
3722,2039,33,212,4,14,no,no,no,339
3723,1395,25,214,4,14,no,no,yes,339
3724,2929,66,527,16,15,yes,yes,yes,339
3725,1690,66,107,2,14,no,no,yes,339
3726,1590,50,107,2,15,no,no,yes,339
3727,2844,66,528,16,14,yes,no,yes,339
3728,2490,33,528,16,14,yes,no,yes,339
3729,1195,25,214,4,14,no,no,yes,339
3730,2869,66,340,8,14,no,no,no,339
3731,2385,100,540,8,15,no,no,yes,339
3732,1880,100,210,4,15,no,no,yes,339
3733,2349,100,420,8,14,yes,no,yes,339
3734,2550,66,340,8,15,yes,yes,yes,339
3735,1495,33,340,4,14,yes,yes,yes,339
3736,1790,50,214,4,15,no,no,yes,339
3737,2090,33,426,8,15,yes,no,yes,339
3738,1894,50,420,4,15,yes,no,yes,339
3739,2143,33,426,8,14,yes,yes,yes,339
3740,2219,33,340,4,14,no,no,no,339
3741,2499,75,340,16,15,yes,no,yes,339
3742,1925,33,340,4,17,yes,yes,yes,339
3743,2290,25,528,16,15,yes,no,yes,339
3744,2599,100,527,8,15,yes,no,yes,273
3745,2190,100,214,4,14,no,no,yes,273
3746,1359,25,120,4,14,no,no,no,273
3747,1999,33,527,4,14,yes,no,yes,273
3748,1740,33,214,4,14,no,no,yes,273
3749,2493,33,528,16,14,yes,yes,yes,273
3750,2127,33,540,8,14,yes,yes,yes,273
3751,2599,100,420,8,15,yes,no,yes,273
3752,3095,66,1080,16,15,yes,no,yes,273
3753,2349,100,420,8,15,yes,no,yes,273
3754,1379,33,340,4,14,no,no,yes,273
3755,2775,66,540,16,15,yes,yes,yes,273
3756,2718,75,428,16,17,yes,no,yes,273
3757,2243,66,426,8,14,yes,yes,yes,273
3758,2854,100,528,16,14,yes,no,yes,273
3759,2093,33,426,8,14,yes,yes,yes,273
3760,1625,33,240,4,14,no,no,no,273
3761,2943,100,528,16,14,yes,yes,yes,273
3762,2499,100,450,8,15,yes,no,yes,273
3763,2343,33,528,16,14,yes,yes,yes,273
3764,1694,33,214,4,14,yes,yes,yes,273
3765,1618,33,340,4,17,no,no,yes,273
3766,2345,33,528,16,14,yes,no,yes,273
3767,1399,33,210,4,14,yes,no,yes,273
3768,2758,33,170,4,17,no,no,no,273
3769,2044,33,426,8,14,yes,no,yes,273
3770,2045,33,540,8,15,yes,no,yes,273
3771,1995,66,540,8,15,no,no,yes,273
3772,2795,33,1000,24,14,yes,no,yes,273
3773,1599,50,340,4,14,no,no,yes,273
3774,2099,66,420,8,15,yes,no,yes,273
3775,2199,100,340,8,14,no,no,yes,273
3776,2695,66,540,16,15,yes,no,yes,273
3777,2818,100,428,16,17,yes,no,yes,273
3778,2395,100,426,8,14,yes,no,yes,273
3779,2065,33,540,8,15,yes,no,yes,273
3780,1740,33,214,4,15,no,no,yes,273
3781,2029,33,420,4,14,yes,yes,yes,273
3782,2093,33,426,8,14,yes,yes,yes,273
3783,3243,66,1000,24,14,yes,yes,yes,273
3784,3745,66,2100,16,15,yes,no,yes,273
3785,2189,50,212,4,14,no,no,no,273
3786,2399,75,428,16,15,yes,no,yes,273
3787,2338,33,170,4,15,no,no,no,273
3788,2799,66,527,16,15,yes,no,yes,273
3789,1895,50,420,4,14,yes,yes,yes,273
3790,1554,33,214,4,14,no,no,yes,273
3791,3095,66,1000,24,14,yes,no,yes,273
3792,2499,66,340,4,14,no,no,no,273
3793,2040,33,426,8,14,yes,no,yes,273
3794,1995,33,540,8,14,yes,no,yes,273
3795,2999,100,528,16,17,yes,no,yes,273
3796,3093,33,1000,24,14,yes,yes,yes,273
3797,3543,100,1000,24,14,yes,yes,yes,273
3798,2454,100,426,8,14,yes,no,yes,273
3799,1854,33,426,8,14,yes,no,yes,273
3800,1690,33,340,4,17,no,no,yes,273
3801,1865,66,425,8,15,no,no,yes,273
3802,1995,66,340,8,14,yes,yes,yes,273
3803,2854,33,1000,24,14,yes,no,yes,273
3804,1494,25,214,4,14,yes,yes,yes,273
3805,2590,66,528,16,14,yes,no,yes,273
3806,1899,33,420,4,14,yes,no,yes,273
3807,2543,100,426,8,14,yes,yes,yes,273
3808,1645,33,214,4,14,no,no,yes,273
3809,1689,33,212,4,14,no,no,no,273
3810,3415,66,1080,16,17,yes,no,yes,273
3811,1699,50,340,8,15,yes,no,yes,273
3812,1890,33,528,8,14,yes,no,yes,273
3813,2749,100,420,8,17,yes,no,yes,273
3814,2185,33,425,8,15,yes,yes,yes,273
3815,2018,50,340,8,17,yes,no,yes,273
3816,2938,50,340,4,15,no,no,no,273
3817,1599,33,210,4,14,yes,no,yes,273
3818,2254,33,528,16,14,yes,no,yes,273
3819,1299,33,210,4,14,no,no,yes,273
3820,2040,33,528,8,14,yes,no,yes,273
3821,2465,66,540,8,17,yes,no,yes,273
3822,2558,25,212,4,17,no,no,no,273
3823,1529,33,210,4,14,yes,yes,yes,273
3824,2145,66,540,8,15,yes,no,yes,273
3825,1795,66,214,4,14,no,no,yes,273
3826,2945,33,1000,24,14,yes,no,yes,273
3827,2440,33,528,16,15,yes,no,yes,273
3828,2385,33,1080,8,15,no,no,yes,273
3829,3358,50,340,4,17,no,no,no,273
3830,1999,33,420,4,14,yes,no,yes,273
3831,1945,33,426,8,14,yes,no,yes,273
3832,2555,66,540,8,15,yes,yes,yes,273
3833,1595,33,340,8,14,no,no,yes,273
3834,3004,33,1000,24,14,yes,no,yes,273
3835,2390,33,540,8,17,yes,no,yes,273
3836,2305,66,425,8,15,yes,yes,yes,273
3837,2095,66,540,8,15,no,no,yes,273
3838,2427,66,540,8,15,yes,yes,yes,273
3839,2744,66,528,16,14,yes,no,yes,273
3840,1594,33,340,4,14,yes,yes,yes,273
3841,2129,66,420,8,14,yes,yes,yes,273
3842,1899,66,250,4,15,yes,yes,yes,273
3843,2194,33,426,8,14,yes,no,yes,273
3844,1798,33,340,4,17,no,no,yes,273
3845,2004,33,426,8,14,yes,no,yes,273
3846,1999,33,420,4,15,yes,no,yes,273
3847,2658,50,212,4,15,no,no,no,273
3848,1288,33,340,4,15,no,no,yes,273
3849,1495,33,214,4,14,no,no,yes,273
3850,2499,100,428,16,15,yes,no,yes,273
3851,2040,33,426,8,15,yes,no,yes,273
3852,2795,100,528,16,14,yes,no,yes,273
3853,2485,66,1080,8,15,no,no,yes,273
3854,2890,33,1000,24,15,yes,no,yes,273
3855,2455,33,540,8,15,yes,yes,yes,273
3856,1679,33,340,8,15,yes,no,yes,273
3857,1468,33,340,4,15,no,no,yes,273
3858,1998,33,340,8,17,yes,no,yes,273
3859,1499,33,210,4,14,yes,no,yes,273
3860,2199,66,420,8,14,yes,no,yes,273
3861,1495,33,340,4,14,no,no,yes,273
3862,1999,66,420,8,14,yes,no,yes,273
3863,3190,66,1000,24,14,yes,no,yes,273
3864,1899,66,340,8,15,no,no,yes,273
3865,2118,66,340,8,17,yes,no,yes,273
3866,2099,33,420,4,14,yes,no,yes,273
3867,1645,33,214,4,14,no,no,yes,273
3868,1745,66,425,8,15,no,no,yes,273
3869,2290,33,528,16,15,yes,no,yes,273
3870,2688,33,212,4,17,no,no,no,273
3871,2440,33,528,16,14,yes,no,yes,273
3872,1704,33,214,4,14,no,no,yes,273
3873,2830,100,540,8,17,yes,no,yes,273
3874,2943,33,1000,24,14,yes,yes,yes,273
3875,2299,66,428,16,15,yes,no,yes,273
3876,2265,33,540,8,15,yes,no,yes,273
3877,1249,25,100,4,14,no,no,no,273
3878,2190,66,528,8,14,yes,no,yes,273
3879,3015,66,1080,16,15,no,no,yes,273
3880,2635,66,1080,8,15,yes,no,yes,273
3881,2190,66,426,8,15,yes,no,yes,273
3882,1895,33,540,8,15,no,no,yes,273
3883,1849,33,340,4,14,no,no,no,273
3884,2449,100,527,8,15,yes,no,yes,273
3885,2629,100,420,8,15,yes,yes,yes,273
3886,1595,66,214,4,14,no,no,yes,273
3887,1795,66,340,8,14,no,no,yes,273
3888,1938,25,120,4,15,no,no,no,273
3889,2365,33,540,8,17,yes,no,yes,273
3890,1495,33,340,4,14,yes,yes,yes,273
3891,3040,33,1000,24,15,yes,no,yes,273
3892,1890,66,214,4,14,no,no,yes,273
3893,2643,66,528,16,14,yes,yes,yes,273
3894,3044,33,1000,24,14,yes,no,yes,273
3895,2490,100,528,8,14,yes,no,yes,273
3896,1945,33,426,8,14,yes,no,yes,273
3897,2218,66,250,4,17,yes,yes,yes,273
3898,1995,33,540,8,15,no,no,yes,273
3899,2138,25,212,4,15,no,no,no,273
3900,2554,66,528,16,14,yes,no,yes,273
3901,3344,66,1000,24,14,yes,no,yes,273
3902,1794,33,340,4,14,yes,yes,yes,273
3903,2159,66,170,4,14,no,no,no,273
3904,2890,33,1000,24,14,yes,no,yes,273
3905,3454,100,1000,24,14,yes,no,yes,273
3906,2243,66,426,8,14,yes,yes,yes,273
3907,2495,66,528,16,14,yes,no,yes,273
3908,3154,66,1000,24,14,yes,no,yes,273
3909,1559,25,212,4,14,no,no,no,273
3910,2768,50,212,4,15,no,no,no,273
3911,3085,66,540,16,15,yes,yes,yes,273
3912,2779,66,340,4,14,no,no,no,273
3913,1499,33,210,4,15,yes,no,yes,273
3914,2245,66,540,8,15,yes,no,yes,273
3915,2618,66,428,16,17,yes,no,yes,273
3916,1488,50,340,4,15,no,no,yes,273
3917,2079,50,212,4,14,no,no,no,273
3918,3644,100,1000,24,14,yes,no,yes,273
3919,1894,33,214,4,14,no,no,yes,273
3920,2790,100,540,8,14,yes,yes,yes,273
3921,2535,33,1080,8,15,yes,no,yes,273
3922,3194,33,1000,24,14,yes,no,yes,273
3923,2268,33,212,4,15,no,no,no,273
3924,2490,100,426,8,15,yes,no,yes,273
3925,1199,33,340,4,14,no,no,yes,273
3926,1995,66,425,8,15,yes,yes,yes,273
3927,2595,66,528,8,15,yes,no,yes,273
3928,2099,66,420,8,14,yes,no,yes,273
3929,2490,100,426,8,14,yes,no,yes,273
3930,1399,50,340,4,14,no,no,yes,273
3931,2044,66,214,4,14,no,no,yes,273
3932,1890,66,214,4,15,no,no,yes,273
3933,2625,66,540,16,15,no,no,yes,273
3934,2190,66,426,8,14,yes,no,yes,273
3935,1590,33,214,4,15,no,no,yes,273
3936,2358,25,120,4,17,no,no,no,273
3937,2390,75,420,4,14,yes,yes,yes,273
3938,2590,66,528,16,15,yes,no,yes,273
3939,3358,66,340,4,15,no,no,no,273
3940,2890,100,528,16,14,yes,no,yes,273
3941,2165,66,540,8,15,yes,no,yes,273
3942,2738,66,170,4,15,no,no,no,273
3943,1943,33,426,8,14,yes,yes,yes,273
3944,2099,66,527,8,14,yes,no,yes,273
