sex,age,edu,unempdur,income,marital,sport,smoke,alcabuse,workab,englang,bmi
FEMALE,46,SECONDARY,0,1000,MARRIED,NO,NO,NO,NO,NONE,20.76124567
FEMALE,57,VOCATIONAL/GRAMMAR,,1200,MARRIED,YES,NO,NO,NO,NONE,26.85185185
FEMALE,55,SECONDARY,0,2000,MARRIED,YES,YES,NO,NO,NONE,29.296875
MALE,56,VOCATIONAL/GRAMMAR,0,1000,MARRIED,YES,NO,NO,NO,NONE,23.42355741
FEMALE,63,VOCATIONAL/GRAMMAR,0,1200,MARRIED,YES,NO,NO,NO,NONE,22.5981405
MALE,45,POST-SECONDARY OR HIGHER,,5000,MARRIED,NO,NO,YES,NO,ACTIVE,33.24083709
FEMALE,39,PRIMARY/NO EDUCATION,,,MARRIED,YES,YES,NO,NO,NONE,20.93663912
FEMALE,56,SECONDARY,,1600,MARRIED,YES,NO,NO,NO,,25.91068435
MALE,66,PRIMARY/NO EDUCATION,24,1300,MARRIED,YES,NO,NO,NO,PASSIVE,25.91068435
MALE,22,SECONDARY,,,SINGLE,NO,YES,NO,,PASSIVE,25.14285714
MALE,63,VOCATIONAL/GRAMMAR,0,1400,MARRIED,YES,NO,NO,NO,NONE,28.40054796
MALE,66,PRIMARY/NO EDUCATION,24,1012,MARRIED,YES,YES,NO,,NONE,20.76124567
MALE,36,VOCATIONAL/GRAMMAR,24,,MARRIED,YES,NO,NO,NO,NONE,29.32098765
FEMALE,80,PRIMARY/NO EDUCATION,24,1200,WIDOWED,YES,NO,NO,NO,NONE,24.609375
MALE,19,VOCATIONAL/GRAMMAR,0,,SINGLE,YES,NO,NO,,NONE,16.60427485
FEMALE,23,VOCATIONAL/GRAMMAR,12,100,SINGLE,YES,YES,NO,NO,NONE,38.28125
MALE,54,PRIMARY/NO EDUCATION,0,500,SINGLE,YES,YES,NO,NO,NONE,22.49134948
FEMALE,67,SECONDARY,0,1400,WIDOWED,NO,NO,NO,NO,NONE,18.8267935
FEMALE,59,SECONDARY,,690,MARRIED,YES,NO,NO,NO,NONE,26.34649403
FEMALE,42,SECONDARY,24,,DIVORCED,NO,NO,NO,NO,NONE,24.1671624
FEMALE,34,SECONDARY,2,800,MARRIED,NO,NO,NO,NO,ACTIVE,20.06920415
MALE,64,PRIMARY/NO EDUCATION,24,2800,MARRIED,YES,NO,NO,NO,NONE,25.82644628
MALE,70,SECONDARY,0,2600,MARRIED,YES,NO,NO,NO,NONE,22.86236854
FEMALE,18,VOCATIONAL/GRAMMAR,0,,SINGLE,NO,NO,NO,NO,PASSIVE,30.81854043
MALE,69,PRIMARY/NO EDUCATION,24,818,MARRIED,YES,NO,NO,NO,NONE,20
FEMALE,76,PRIMARY/NO EDUCATION,,1000,WIDOWED,YES,NO,NO,NO,NONE,23.14814815
FEMALE,35,POST-SECONDARY OR HIGHER,,1000,MARRIED,NO,NO,NO,NO,ACTIVE,37.34186862
MALE,32,POST-SECONDARY OR HIGHER,,6400,MARRIED,,NO,NO,NO,ACTIVE,27.77777778
MALE,77,SECONDARY,,1700,MARRIED,NO,NO,NO,NO,NONE,27.08415907
FEMALE,59,SECONDARY,,1150,WIDOWED,YES,NO,NO,NO,NONE,36.67820069
MALE,78,PRIMARY/NO EDUCATION,0,750,WIDOWED,NO,YES,NO,NO,NONE,21.71806609
FEMALE,53,PRIMARY/NO EDUCATION,,,DIVORCED,YES,YES,NO,NO,NONE,18.81892431
MALE,57,VOCATIONAL/GRAMMAR,0,700,MARRIED,YES,NO,NO,NO,NONE,42.06056722
MALE,19,PRIMARY/NO EDUCATION,,,SINGLE,YES,NO,NO,,PASSIVE,16.60427485
FEMALE,67,PRIMARY/NO EDUCATION,,900,WIDOWED,YES,NO,NO,NO,NONE,24.8357635
FEMALE,20,SECONDARY,,1200,SINGLE,YES,NO,NO,NO,PASSIVE,21.30394858
FEMALE,38,VOCATIONAL/GRAMMAR,0,1500,MARRIED,YES,NO,NO,NO,NONE,25.07619305
FEMALE,28,VOCATIONAL/GRAMMAR,18,,MARRIED,YES,YES,NO,NO,NONE,19.83471074
MALE,18,VOCATIONAL/GRAMMAR,,128,SINGLE,NO,NO,NO,NO,ACTIVE,20.77562327
MALE,21,SECONDARY,9,,SINGLE,NO,NO,NO,NO,PASSIVE,21.6788068
MALE,53,VOCATIONAL/GRAMMAR,,700,MARRIED,YES,NO,NO,NO,NONE,41.62330905
MALE,62,SECONDARY,0,4800,MARRIED,NO,NO,NO,NO,NONE,33.69005153
FEMALE,58,VOCATIONAL/GRAMMAR,0,1290,MARRIED,YES,NO,NO,NO,NONE,26.85185185
MALE,19,VOCATIONAL/GRAMMAR,24,,SINGLE,YES,NO,NO,NO,NONE,23.54788069
FEMALE,46,POST-SECONDARY OR HIGHER,3,,MARRIED,YES,YES,NO,NO,NONE,23.71184463
FEMALE,37,POST-SECONDARY OR HIGHER,0,2200,MARRIED,NO,NO,NO,NO,ACTIVE,28.04037814
MALE,23,SECONDARY,,1000,SINGLE,YES,NO,NO,NO,PASSIVE,26.47210744
FEMALE,57,PRIMARY/NO EDUCATION,24,900,MARRIED,YES,NO,NO,,NONE,34.15977961
FEMALE,24,SECONDARY,0,,MARRIED,YES,NO,NO,NO,PASSIVE,19.37716263
FEMALE,65,SECONDARY,24,1500,DIVORCED,NO,NO,NO,NO,NONE,28.40550436
FEMALE,29,POST-SECONDARY OR HIGHER,,2000,SINGLE,NO,NO,NO,NO,ACTIVE,19.53125
FEMALE,63,SECONDARY,0,1200,MARRIED,YES,YES,NO,,NONE,24.609375
MALE,58,VOCATIONAL/GRAMMAR,24,830,MARRIED,YES,YES,NO,NO,NONE,25.9043101
FEMALE,31,VOCATIONAL/GRAMMAR,0,182,MARRIED,YES,NO,NO,NO,PASSIVE,24.44444444
MALE,20,SECONDARY,,,SINGLE,NO,NO,NO,,ACTIVE,22.20333872
FEMALE,22,SECONDARY,2,850,SINGLE,NO,NO,NO,NO,ACTIVE,20.82093992
MALE,26,POST-SECONDARY OR HIGHER,0,1670,SINGLE,NO,NO,NO,NO,ACTIVE,21.13271344
FEMALE,40,SECONDARY,0,1200,MARRIED,YES,NO,NO,NO,NONE,26.76977989
MALE,17,VOCATIONAL/GRAMMAR,,,SINGLE,NO,NO,NO,NO,PASSIVE,22.5981405
MALE,52,VOCATIONAL/GRAMMAR,,,SINGLE,YES,YES,YES,NO,NONE,26.2345679
MALE,63,SECONDARY,,3600,WIDOWED,YES,NO,NO,NO,NONE,32.59637188
FEMALE,80,SECONDARY,,1520,WIDOWED,NO,NO,NO,NO,NONE,24.77679525
FEMALE,83,PRIMARY/NO EDUCATION,,1800,MARRIED,YES,NO,NO,NO,NONE,28.30599506
FEMALE,37,POST-SECONDARY OR HIGHER,0,5000,MARRIED,YES,NO,YES,NO,NONE,23.23345618
MALE,62,VOCATIONAL/GRAMMAR,0,1300,MARRIED,NO,NO,NO,NO,NONE,31.25
FEMALE,37,POST-SECONDARY OR HIGHER,,1400,MARRIED,YES,YES,NO,NO,PASSIVE,20.95717116
FEMALE,37,POST-SECONDARY OR HIGHER,0,,MARRIED,NO,NO,NO,YES,PASSIVE,26.36560303
FEMALE,80,PRIMARY/NO EDUCATION,24,870,WIDOWED,NO,NO,NO,NO,NONE,22.03856749
FEMALE,34,SECONDARY,,1900,WIDOWED,YES,YES,NO,NO,ACTIVE,33.59375
MALE,64,PRIMARY/NO EDUCATION,24,1100,DIVORCED,YES,NO,NO,NO,NONE,22.20598977
MALE,59,VOCATIONAL/GRAMMAR,24,760,MARRIED,YES,NO,NO,NO,NONE,24.76756592
FEMALE,57,PRIMARY/NO EDUCATION,0,1000,MARRIED,YES,NO,NO,NO,NONE,30.48668503
FEMALE,69,POST-SECONDARY OR HIGHER,,2400,WIDOWED,NO,NO,NO,NO,NONE,26.29757785
FEMALE,36,POST-SECONDARY OR HIGHER,24,1000,WIDOWED,NO,NO,NO,NO,PASSIVE,24.22145329
FEMALE,52,POST-SECONDARY OR HIGHER,0,2800,MARRIED,NO,NO,NO,NO,PASSIVE,21.484375
FEMALE,54,PRIMARY/NO EDUCATION,,,MARRIED,YES,YES,NO,NO,NONE,30.04081633
MALE,69,POST-SECONDARY OR HIGHER,0,3000,MARRIED,YES,NO,NO,NO,NONE,24.07407407
FEMALE,56,POST-SECONDARY OR HIGHER,,2500,WIDOWED,NO,YES,NO,NO,ACTIVE,28.75434028
MALE,72,POST-SECONDARY OR HIGHER,24,3500,MARRIED,NO,NO,YES,NO,NONE,34.60207612
FEMALE,82,PRIMARY/NO EDUCATION,0,1300,MARRIED,NO,YES,NO,NO,NONE,24.07407407
MALE,59,VOCATIONAL/GRAMMAR,24,2000,MARRIED,NO,NO,NO,NO,NONE,25.95155709
MALE,19,VOCATIONAL/GRAMMAR,,,SINGLE,YES,NO,NO,NO,PASSIVE,22.49134948
MALE,24,SECONDARY,0,,SINGLE,NO,NO,NO,NO,NONE,23.50780533
MALE,60,VOCATIONAL/GRAMMAR,0,440,MARRIED,YES,YES,NO,NO,NONE,27.54820937
MALE,91,PRIMARY/NO EDUCATION,12,2100,MARRIED,YES,NO,NO,NO,NONE,28.57796068
FEMALE,32,POST-SECONDARY OR HIGHER,0,1670,SINGLE,YES,NO,NO,NO,PASSIVE,25.34435262
MALE,20,SECONDARY,0,,SINGLE,NO,NO,NO,,ACTIVE,20.0617284
FEMALE,87,PRIMARY/NO EDUCATION,24,1200,WIDOWED,YES,NO,YES,NO,NONE,26.2345679
FEMALE,72,SECONDARY,24,1200,MARRIED,NO,NO,NO,NO,NONE,29.74419988
MALE,63,VOCATIONAL/GRAMMAR,,1000,MARRIED,YES,NO,NO,NO,NONE,20.44913742
MALE,70,SECONDARY,24,3200,MARRIED,NO,NO,NO,NO,NONE,26.03749399
FEMALE,47,POST-SECONDARY OR HIGHER,0,2800,DIVORCED,NO,NO,NO,NO,NONE,
MALE,73,VOCATIONAL/GRAMMAR,,1400,WIDOWED,YES,YES,NO,NO,NONE,30.46875
FEMALE,33,VOCATIONAL/GRAMMAR,0,900,SINGLE,YES,NO,NO,NO,PASSIVE,24.91349481
FEMALE,48,VOCATIONAL/GRAMMAR,,2100,DIVORCED,YES,NO,NO,NO,NONE,22.77318641
MALE,17,VOCATIONAL/GRAMMAR,0,,SINGLE,YES,NO,NO,,ACTIVE,23.58983547
FEMALE,67,PRIMARY/NO EDUCATION,0,700,WIDOWED,YES,NO,NO,NO,NONE,26.83518006
MALE,65,SECONDARY,,1230,MARRIED,YES,NO,NO,NO,NONE,33.32051775
MALE,64,VOCATIONAL/GRAMMAR,0,2000,MARRIED,NO,YES,NO,NO,NONE,23.42355741
MALE,52,VOCATIONAL/GRAMMAR,,,MARRIED,YES,NO,NO,NO,NONE,29.06976744
FEMALE,33,POST-SECONDARY OR HIGHER,0,,MARRIED,YES,YES,NO,NO,PASSIVE,17.47471743
FEMALE,62,PRIMARY/NO EDUCATION,0,600,MARRIED,YES,NO,NO,NO,NONE,
MALE,32,POST-SECONDARY OR HIGHER,,2500,MARRIED,YES,NO,NO,NO,ACTIVE,25.2493372
MALE,23,POST-SECONDARY OR HIGHER,7,1500,SINGLE,NO,NO,YES,NO,PASSIVE,17.91633074
MALE,62,VOCATIONAL/GRAMMAR,0,1300,DIVORCED,YES,YES,YES,NO,NONE,35.29411765
MALE,53,VOCATIONAL/GRAMMAR,0,1700,MARRIED,YES,NO,NO,NO,NONE,31.14186851
MALE,65,POST-SECONDARY OR HIGHER,,,MARRIED,NO,NO,NO,NO,NONE,22.83287935
FEMALE,43,SECONDARY,16,300,SINGLE,YES,NO,NO,YES,NONE,21.09375
FEMALE,31,SECONDARY,0,3000,SINGLE,NO,NO,NO,NO,PASSIVE,22.49134948
FEMALE,64,PRIMARY/NO EDUCATION,24,1600,MARRIED,YES,NO,NO,NO,NONE,27.00513097
MALE,53,SECONDARY,,2500,MARRIED,YES,YES,NO,NO,NONE,20.76124567
FEMALE,41,VOCATIONAL/GRAMMAR,0,1300,MARRIED,YES,YES,NO,NO,NONE,22.18934911
FEMALE,62,SECONDARY,0,1200,WIDOWED,YES,NO,NO,NO,NONE,37.18024985
MALE,42,VOCATIONAL/GRAMMAR,0,,DIVORCED,YES,NO,NO,,NONE,26.54320988
FEMALE,80,PRIMARY/NO EDUCATION,24,1100,MARRIED,YES,YES,NO,NO,NONE,26.12244898
MALE,80,PRIMARY/NO EDUCATION,0,968,MARRIED,YES,NO,NO,NO,NONE,22.03856749
FEMALE,18,VOCATIONAL/GRAMMAR,,,SINGLE,NO,NO,NO,,ACTIVE,18.8267935
MALE,26,VOCATIONAL/GRAMMAR,0,1500,SINGLE,NO,YES,NO,NO,NONE,25.1063327
FEMALE,39,VOCATIONAL/GRAMMAR,21,,MARRIED,YES,,NO,NO,NONE,22.27530992
MALE,61,VOCATIONAL/GRAMMAR,0,600,MARRIED,YES,NO,NO,NO,NONE,37.5
MALE,55,VOCATIONAL/GRAMMAR,0,2000,MARRIED,YES,NO,NO,NO,NONE,31.48788927
MALE,24,SECONDARY,0,1100,SINGLE,NO,NO,NO,NO,ACTIVE,22.16066482
FEMALE,42,VOCATIONAL/GRAMMAR,0,600,MARRIED,YES,NO,NO,NO,NONE,22.03856749
FEMALE,26,PRIMARY/NO EDUCATION,8,100,MARRIED,YES,YES,NO,NO,NONE,20.54988662
MALE,30,VOCATIONAL/GRAMMAR,,1500,SINGLE,NO,YES,NO,NO,NONE,24.69135802
MALE,27,VOCATIONAL/GRAMMAR,0,2000,SINGLE,NO,YES,YES,NO,PASSIVE,22.03856749
FEMALE,65,SECONDARY,24,1180,MARRIED,NO,NO,NO,NO,NONE,22.30814991
MALE,26,POST-SECONDARY OR HIGHER,5,3900,SINGLE,NO,NO,NO,NO,ACTIVE,25.68007405
FEMALE,43,VOCATIONAL/GRAMMAR,24,,MARRIED,YES,YES,NO,NO,NONE,21.56454491
MALE,45,SECONDARY,,2200,MARRIED,NO,YES,NO,NO,NONE,24.48979592
FEMALE,56,POST-SECONDARY OR HIGHER,,1000,MARRIED,NO,NO,NO,NO,NONE,22.65625
FEMALE,82,PRIMARY/NO EDUCATION,0,900,WIDOWED,YES,NO,NO,NO,NONE,19.7035091
FEMALE,73,PRIMARY/NO EDUCATION,24,1200,WIDOWED,YES,NO,NO,NO,NONE,23.4375
MALE,54,VOCATIONAL/GRAMMAR,0,1400,DIVORCED,NO,YES,NO,NO,NONE,24.44727891
FEMALE,70,SECONDARY,0,900,MARRIED,YES,YES,NO,NO,NONE,30.07116843
FEMALE,17,VOCATIONAL/GRAMMAR,,,SINGLE,NO,NO,YES,,ACTIVE,15.98750744
MALE,24,SECONDARY,8,1000,SINGLE,NO,NO,NO,NO,PASSIVE,22.5981405
FEMALE,42,SECONDARY,0,950,MARRIED,YES,NO,NO,NO,PASSIVE,30.38501561
FEMALE,21,PRIMARY/NO EDUCATION,0,600,SINGLE,YES,YES,NO,NO,NONE,21.23057202
FEMALE,43,VOCATIONAL/GRAMMAR,0,1000,MARRIED,YES,YES,NO,NO,NONE,24.03460984
MALE,35,VOCATIONAL/GRAMMAR,10,,MARRIED,YES,YES,NO,NO,NONE,29.62962963
MALE,70,PRIMARY/NO EDUCATION,24,1080,MARRIED,NO,NO,NO,NO,NONE,
FEMALE,74,PRIMARY/NO EDUCATION,0,,MARRIED,YES,NO,NO,NO,NONE,20.3125
MALE,60,SECONDARY,24,,MARRIED,YES,YES,NO,NO,NONE,27.6816609
FEMALE,34,SECONDARY,,1300,MARRIED,NO,YES,NO,NO,PASSIVE,23.7953599
FEMALE,25,SECONDARY,0,1500,SINGLE,NO,NO,NO,NO,ACTIVE,19.84126984
MALE,51,VOCATIONAL/GRAMMAR,3,500,MARRIED,YES,YES,NO,NO,NONE,23.61275089
FEMALE,57,POST-SECONDARY OR HIGHER,0,,MARRIED,NO,NO,NO,NO,PASSIVE,21.875
MALE,27,POST-SECONDARY OR HIGHER,3,1670,MARRIED,NO,NO,NO,YES,ACTIVE,26.30901656
FEMALE,31,SECONDARY,,1300,SINGLE,YES,YES,NO,NO,PASSIVE,20.47826661
MALE,42,VOCATIONAL/GRAMMAR,0,700,MARRIED,NO,NO,NO,NO,NONE,27.4691358
MALE,43,VOCATIONAL/GRAMMAR,0,,MARRIED,YES,NO,NO,NO,NONE,29.3877551
MALE,83,SECONDARY,24,1500,MARRIED,YES,NO,NO,NO,NONE,28.30385016
FEMALE,19,VOCATIONAL/GRAMMAR,,,SINGLE,NO,NO,NO,,ACTIVE,18.8267935
MALE,40,VOCATIONAL/GRAMMAR,0,3300,MARRIED,YES,NO,NO,NO,NONE,23.87543253
FEMALE,20,SECONDARY,0,,SINGLE,NO,NO,NO,,ACTIVE,27.00513097
FEMALE,22,SECONDARY,24,,SINGLE,YES,NO,NO,YES,ACTIVE,18.36547291
MALE,28,VOCATIONAL/GRAMMAR,0,1076,SINGLE,NO,YES,NO,NO,NONE,22.44801512
FEMALE,46,VOCATIONAL/GRAMMAR,,520,MARRIED,NO,YES,NO,YES,NONE,19.36247266
FEMALE,42,SECONDARY,0,860,MARRIED,NO,NO,NO,NO,NONE,20.04744562
FEMALE,42,SECONDARY,0,1000,MARRIED,YES,NO,NO,NO,PASSIVE,26.0261749
MALE,17,VOCATIONAL/GRAMMAR,,111,SINGLE,YES,NO,NO,NO,NONE,19.88385305
FEMALE,34,SECONDARY,0,1200,MARRIED,NO,NO,NO,NO,ACTIVE,25.71166208
FEMALE,80,PRIMARY/NO EDUCATION,,1350,WIDOWED,YES,NO,NO,NO,NONE,18.61149584
FEMALE,74,PRIMARY/NO EDUCATION,,890,WIDOWED,YES,NO,NO,NO,NONE,26.0261749
MALE,57,VOCATIONAL/GRAMMAR,,1300,MARRIED,YES,NO,NO,NO,NONE,24.09297052
FEMALE,22,SECONDARY,,460,SINGLE,NO,NO,NO,NO,ACTIVE,25.71166208
FEMALE,42,VOCATIONAL/GRAMMAR,24,,MARRIED,YES,NO,NO,NO,NONE,26.83518006
MALE,20,VOCATIONAL/GRAMMAR,0,800,SINGLE,NO,YES,NO,NO,NONE,24.07547381
FEMALE,61,VOCATIONAL/GRAMMAR,,1000,MARRIED,YES,NO,NO,NO,ACTIVE,25.2825699
MALE,53,VOCATIONAL/GRAMMAR,0,2600,MARRIED,NO,NO,NO,NO,NONE,31.25
MALE,63,VOCATIONAL/GRAMMAR,,1600,MARRIED,YES,NO,NO,NO,NONE,28.73192149
FEMALE,55,PRIMARY/NO EDUCATION,0,528,MARRIED,YES,YES,NO,NO,NONE,29.74419988
FEMALE,19,VOCATIONAL/GRAMMAR,,,SINGLE,NO,NO,NO,,ACTIVE,18.36547291
MALE,83,POST-SECONDARY OR HIGHER,24,1100,MARRIED,YES,NO,NO,NO,NONE,32.66076354
MALE,52,VOCATIONAL/GRAMMAR,,1600,MARRIED,YES,YES,NO,NO,NONE,20.02884153
MALE,72,POST-SECONDARY OR HIGHER,2,3500,MARRIED,NO,NO,NO,NO,NONE,25.25951557
FEMALE,70,SECONDARY,0,1448,WIDOWED,YES,NO,NO,NO,NONE,32.40740741
FEMALE,57,SECONDARY,,2100,DIVORCED,NO,NO,NO,NO,NONE,27.4691358
FEMALE,25,VOCATIONAL/GRAMMAR,,,MARRIED,YES,YES,NO,,NONE,27.6816609
FEMALE,58,PRIMARY/NO EDUCATION,,700,MARRIED,YES,NO,NO,NO,NONE,37.18024985
FEMALE,56,SECONDARY,18,1035,WIDOWED,YES,NO,NO,NO,NONE,26.66666667
FEMALE,80,SECONDARY,,1450,MARRIED,NO,NO,NO,NO,PASSIVE,28.53745541
FEMALE,34,VOCATIONAL/GRAMMAR,0,,MARRIED,YES,NO,NO,,NONE,33.46222487
MALE,57,VOCATIONAL/GRAMMAR,0,360,MARRIED,YES,NO,NO,NO,NONE,26.34649403
MALE,56,PRIMARY/NO EDUCATION,0,920,MARRIED,NO,NO,NO,NO,NONE,29.27099403
MALE,24,SECONDARY,24,1000,SINGLE,NO,YES,NO,NO,NONE,36.11111111
FEMALE,22,SECONDARY,,1500,SINGLE,NO,,NO,,ACTIVE,15.78083575
MALE,80,POST-SECONDARY OR HIGHER,0,1796,MARRIED,YES,NO,NO,NO,NONE,26.81359045
MALE,21,SECONDARY,6,1500,SINGLE,NO,YES,YES,NO,ACTIVE,19.56823633
FEMALE,43,POST-SECONDARY OR HIGHER,0,2000,MARRIED,YES,NO,NO,NO,NONE,21.96712018
FEMALE,79,PRIMARY/NO EDUCATION,,1420,WIDOWED,YES,NO,NO,NO,NONE,24.8357635
FEMALE,37,VOCATIONAL/GRAMMAR,0,,MARRIED,YES,NO,NO,NO,NONE,33.46222487
FEMALE,59,PRIMARY/NO EDUCATION,,570,MARRIED,YES,NO,NO,NO,NONE,37.18024985
FEMALE,36,SECONDARY,12,500,SINGLE,NO,NO,NO,NO,PASSIVE,26.66666667
FEMALE,79,PRIMARY/NO EDUCATION,0,1420,WIDOWED,YES,NO,NO,NO,NONE,27.47138398
FEMALE,20,SECONDARY,24,,SINGLE,NO,NO,NO,NO,ACTIVE,22.93975069
FEMALE,48,POST-SECONDARY OR HIGHER,0,,MARRIED,NO,NO,NO,NO,NONE,21.61281179
MALE,49,VOCATIONAL/GRAMMAR,0,5000,MARRIED,YES,YES,YES,NO,NONE,28.73192149
MALE,85,PRIMARY/NO EDUCATION,,890,MARRIED,YES,NO,NO,NO,NONE,31.25
MALE,61,SECONDARY,0,1000,MARRIED,NO,YES,YES,NO,NONE,21.95247934
MALE,27,VOCATIONAL/GRAMMAR,6,,MARRIED,YES,YES,YES,,ACTIVE,24.69135802
FEMALE,55,SECONDARY,,2000,MARRIED,YES,YES,NO,NO,NONE,26.2345679
FEMALE,67,PRIMARY/NO EDUCATION,0,900,MARRIED,YES,NO,NO,NO,NONE,31.64036818
MALE,63,POST-SECONDARY OR HIGHER,0,2100,MARRIED,NO,NO,NO,NO,NONE,27.77442338
FEMALE,58,PRIMARY/NO EDUCATION,8,,MARRIED,YES,NO,NO,,NONE,28.04037814
FEMALE,19,VOCATIONAL/GRAMMAR,,,SINGLE,NO,NO,NO,,ACTIVE,19.46740129
FEMALE,31,POST-SECONDARY OR HIGHER,0,,SINGLE,YES,NO,NO,NO,PASSIVE,20.2020202
MALE,19,VOCATIONAL/GRAMMAR,0,,SINGLE,NO,YES,NO,,NONE,22.85714286
FEMALE,48,PRIMARY/NO EDUCATION,24,500,SINGLE,YES,YES,NO,NO,NONE,23.03004535
FEMALE,25,VOCATIONAL/GRAMMAR,8,,MARRIED,YES,YES,NO,NO,NONE,30.86303587
FEMALE,63,VOCATIONAL/GRAMMAR,,900,MARRIED,YES,NO,NO,NO,NONE,23.03004535
FEMALE,57,SECONDARY,24,520,MARRIED,YES,NO,NO,NO,NONE,20.2020202
MALE,21,SECONDARY,,260,SINGLE,NO,NO,NO,NO,PASSIVE,23.1206236
MALE,59,PRIMARY/NO EDUCATION,0,,WIDOWED,YES,YES,NO,NO,NONE,46.0600907
FEMALE,18,VOCATIONAL/GRAMMAR,,,SINGLE,NO,NO,NO,,PASSIVE,18.40134298
MALE,54,VOCATIONAL/GRAMMAR,24,,DIVORCED,NO,NO,NO,NO,NONE,22.03172568
FEMALE,19,VOCATIONAL/GRAMMAR,,,SINGLE,NO,NO,NO,NO,NONE,19.83471074
FEMALE,73,SECONDARY,24,1200,WIDOWED,YES,NO,NO,NO,NONE,28.84153181
FEMALE,52,VOCATIONAL/GRAMMAR,2,270,MARRIED,YES,NO,NO,NO,NONE,25.21735858
MALE,35,VOCATIONAL/GRAMMAR,,1500,MARRIED,YES,YES,NO,NO,PASSIVE,37.03703704
MALE,39,SECONDARY,0,3000,MARRIED,NO,YES,NO,YES,NONE,29.9136168
MALE,60,VOCATIONAL/GRAMMAR,13,1700,MARRIED,YES,NO,NO,NO,NONE,23.53304271
MALE,27,POST-SECONDARY OR HIGHER,,1064,SINGLE,YES,NO,NO,NO,PASSIVE,24.1516725
MALE,55,VOCATIONAL/GRAMMAR,0,1000,MARRIED,YES,NO,NO,NO,NONE,26.47210744
FEMALE,68,PRIMARY/NO EDUCATION,,680,MARRIED,YES,NO,NO,NO,NONE,32.03857841
FEMALE,31,SECONDARY,0,930,SINGLE,YES,NO,NO,NO,NONE,19.05197378
FEMALE,67,PRIMARY/NO EDUCATION,2,1500,MARRIED,NO,NO,NO,NO,NONE,30.48315806
FEMALE,63,SECONDARY,24,1040,MARRIED,YES,NO,NO,NO,NONE,22.50692521
FEMALE,63,POST-SECONDARY OR HIGHER,0,5000,MARRIED,YES,NO,NO,NO,NONE,28.05570579
MALE,61,VOCATIONAL/GRAMMAR,,,MARRIED,NO,NO,NO,NO,NONE,30.35925114
FEMALE,41,VOCATIONAL/GRAMMAR,0,,MARRIED,YES,NO,NO,NO,NONE,34.60207612
FEMALE,80,PRIMARY/NO EDUCATION,24,850,WIDOWED,YES,NO,NO,NO,NONE,33.29864724
FEMALE,19,VOCATIONAL/GRAMMAR,,,MARRIED,YES,NO,NO,,PASSIVE,25.2825699
FEMALE,34,SECONDARY,0,1200,MARRIED,NO,NO,NO,NO,PASSIVE,23.42209073
FEMALE,67,PRIMARY/NO EDUCATION,2,800,WIDOWED,YES,NO,NO,NO,NONE,24.88888889
MALE,43,POST-SECONDARY OR HIGHER,0,4000,MARRIED,NO,YES,NO,NO,ACTIVE,24.69135802
FEMALE,73,POST-SECONDARY OR HIGHER,0,1300,MARRIED,YES,NO,NO,NO,PASSIVE,23.87511478
FEMALE,26,POST-SECONDARY OR HIGHER,0,2000,MARRIED,NO,NO,NO,NO,ACTIVE,20.74755019
MALE,36,VOCATIONAL/GRAMMAR,0,2500,SINGLE,YES,YES,NO,NO,NONE,28.73192149
MALE,53,VOCATIONAL/GRAMMAR,0,1700,MARRIED,YES,NO,YES,NO,NONE,23.4375
MALE,47,VOCATIONAL/GRAMMAR,,2000,MARRIED,YES,YES,NO,NO,NONE,31.35357879
MALE,57,VOCATIONAL/GRAMMAR,0,8000,MARRIED,YES,NO,NO,NO,NONE,28.73563218
MALE,41,SECONDARY,12,2000,MARRIED,YES,NO,NO,NO,NONE,28.40550436
FEMALE,20,SECONDARY,0,,SINGLE,NO,YES,NO,,ACTIVE,20.19509221
FEMALE,52,VOCATIONAL/GRAMMAR,,588,WIDOWED,YES,NO,NO,NO,NONE,37.18024985
MALE,38,VOCATIONAL/GRAMMAR,0,1500,LEGALLY SEPARATED,YES,YES,NO,NO,NONE,26.29656684
MALE,59,VOCATIONAL/GRAMMAR,24,830,MARRIED,YES,NO,NO,NO,NONE,33.57650865
FEMALE,35,POST-SECONDARY OR HIGHER,0,1700,MARRIED,NO,NO,NO,NO,ACTIVE,26.61934339
MALE,50,VOCATIONAL/GRAMMAR,12,,MARRIED,YES,YES,NO,NO,NONE,25.72755521
MALE,37,SECONDARY,,,SINGLE,YES,NO,NO,NO,NONE,22.5981405
FEMALE,33,VOCATIONAL/GRAMMAR,,960,MARRIED,YES,NO,NO,NO,NONE,26.03749399
FEMALE,31,SECONDARY,,1300,MARRIED,YES,YES,NO,NO,NONE,32.87197232
FEMALE,33,SECONDARY,24,,MARRIED,NO,YES,NO,NO,PASSIVE,22.83287935
MALE,30,SECONDARY,,1300,DIVORCED,YES,YES,NO,YES,ACTIVE,20.06920415
MALE,38,POST-SECONDARY OR HIGHER,2,3000,MARRIED,YES,NO,NO,NO,ACTIVE,31.31456612
FEMALE,51,PRIMARY/NO EDUCATION,0,450,SINGLE,YES,YES,NO,NO,NONE,26.12861083
FEMALE,38,PRIMARY/NO EDUCATION,,540,MARRIED,YES,YES,NO,NO,NONE,38.28125
FEMALE,40,VOCATIONAL/GRAMMAR,24,,MARRIED,YES,NO,NO,NO,NONE,22.30814991
