ID,Date,number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Renovation Year,Postal Code,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price
65434702,02-10-2016,3,1.5,2040,3960,2,0,2,5,8,2040,0,1928,0,122028,1540,3400,3,51,857500
65434703,02-10-2016,,2.75,2660,10350,1,0,4,4,8,1330,1330,1971,0,122029,2820,10043,1,61,851000
65434704,02-10-2016,4,2.5,2660,5043,2,0,2,3,9,2660,0,2003,0,122011,3010,5500,3,78,765000
65434705,02-10-2016,3,1.75,2120,5000,2,0,0,3,7,1980,140,1920,2010,122028,2020,5000,3,53,765000
65434706,02-10-2016,4,2.5,2850,12429,2,0,0,3,9,2850,0,2008,0,122010,2540,12000,3,77,750000
65434707,02-10-2016,3,1.75,2560,4800,1,0,0,3,7,1280,1280,1911,0,122047,1620,4800,1,55,747000
65434708,02-10-2016,,2.75,2930,7663,2,0,0,3,9,2930,0,2013,0,122053,2750,10335,2,62,718000
65434709,02-10-2016,3,2.25,1920,9600,1,0,0,4,8,1560,360,1968,0,122005,2040,9600,2,78,652000
65434710,02-10-2016,4,2.5,1990,8034,2,0,0,4,10,1990,0,1989,0,122011,2580,8034,1,71,639000
65434711,02-10-2016,3,1.75,2410,35236,1,0,0,3,8,2410,0,1980,2001,122021,2110,16980,3,73,620000
65434712,02-10-2016,4,3.25,5450,37058,1.5,0,0,5,9,5450,0,1984,0,122035,2800,35716,1,60,610000
65434713,02-10-2016,4,2.5,,,2,0,0,3,7,2420,0,2001,0,122045,2280,4500,3,78,597400
65434714,02-10-2016,,3,2780,6000,2,0,0,3,9,2780,0,2013,0,122008,2850,6000,3,54,594866
65434715,02-10-2016,4,1.5,2080,4400,1.5,0,0,3,7,2080,0,1925,0,122044,1680,4400,3,66,592500
65434716,02-10-2016,4,2.5,2320,8721,2,0,0,3,8,2320,0,1991,0,122033,2260,8268,3,72,562500
65434717,02-10-2016,2,2,1400,1512,2,0,0,3,8,940,460,2006,0,122026,1400,3500,1,57,553000
65434718,02-10-2016,4,1.75,1840,4280,1,0,0,4,7,920,920,1918,0,122004,1660,4280,1,51,540000
65434719,02-10-2016,3,1.5,,,1,0,0,4,7,1170,140,1928,0,122028,1680,8431,2,50,526500
65434720,02-10-2016,4,2.5,3130,5795,2,0,0,3,9,3130,0,2008,0,122015,2950,5259,3,62,525000
65434721,02-10-2016,3,2.5,1480,1165,3,0,0,3,8,1480,0,2006,0,122054,1480,1231,1,78,520000
65434722,02-10-2016,4,2.75,2440,12051,1,0,0,5,8,1440,1000,1966,0,122038,2030,8006,2,56,518000
65434723,02-10-2016,,2.75,2630,15000,1,0,0,4,7,1690,940,1976,0,122021,1800,16500,3,69,500000
65434724,02-10-2016,4,2.5,1850,1836,2,0,0,3,7,1600,250,2005,0,122011,1770,2236,3,51,476100
65434725,02-10-2016,3,1,1500,9416,1,0,0,4,8,1500,0,1952,0,122038,1440,7200,3,65,475500
65434726,02-10-2016,3,1.75,2290,44866,1,0,0,3,8,1390,900,1981,0,122037,2410,44866,2,68,450000
65434727,02-10-2016,4,2.5,2708,4772,2,0,0,3,9,2708,0,2014,0,122023,2502,4900,2,62,436952
65434728,02-10-2016,,3.5,2584,5005,2,0,0,3,8,2584,0,2014,0,122018,2767,5201,2,76,429900
65434729,02-10-2016,3,1.75,2650,7500,1.5,0,0,4,7,1590,1060,1962,0,122014,1340,7500,3,63,415000
65434730,02-10-2016,2,1.5,1240,3873,1,0,0,4,6,860,380,1909,0,122009,1240,4336,2,80,412000
65434731,02-10-2016,3,2.25,1880,12473,1,0,0,3,8,1420,460,1958,0,122058,2300,10469,2,78,399000
65434732,02-10-2016,4,2.25,2680,35218,2,0,0,3,8,2680,0,1986,0,122012,2980,35218,2,69,390000
65434733,02-10-2016,4,2.5,2130,6003,2,0,0,3,8,2130,0,2003,0,122046,1940,4529,3,62,381000
65434734,02-10-2016,4,1.5,1430,7232,1.5,0,0,3,7,1430,0,1948,0,122022,1540,7232,2,66,375000
65434735,02-10-2016,3,,2430,5000,2,0,0,3,8,2430,0,2001,0,122035,2910,5620,2,53,372000
65434736,02-10-2016,2,1,,,1,0,0,4,6,1390,0,1925,0,122064,1290,7740,3,64,354000
65434737,02-10-2016,4,2.75,2300,3175,1.5,0,0,3,6,1340,960,1966,0,122054,1260,3175,2,60,350000
65434738,02-10-2016,,2.75,3390,16153,1,0,0,4,7,1970,1420,1961,0,122067,2530,8495,1,69,350000
65434739,02-10-2016,3,1,1030,7200,1,0,0,3,6,880,150,1948,0,122064,1030,7200,2,65,335000
65434740,02-10-2016,4,1,1480,6500,1.5,0,0,4,7,1480,0,1914,0,122051,2380,6000,2,66,335000
65434741,02-10-2016,3,1.75,1340,13115,1,0,0,3,7,1340,0,1978,0,122025,1370,10800,3,54,332000
65434742,02-10-2016,3,1.5,1270,1067,3,0,0,3,8,1270,0,2009,0,122038,1090,1118,2,76,325000
65434743,02-10-2016,4,1.75,1760,11180,1,0,0,4,8,1760,0,1968,0,122015,1730,11180,2,77,320000
65434744,02-10-2016,2,1,1050,8220,1,0,0,4,6,780,270,1947,0,122014,1340,7651,1,72,310000
65434745,02-10-2016,3,1.75,1720,6000,1,0,2,3,7,1000,720,1954,0,122063,1690,6000,3,58,304000
65434746,02-10-2016,2,1,820,288367,1,0,0,3,6,820,0,1930,1986,122035,1580,8154,3,71,295000
65434747,02-10-2016,3,2.25,1500,7482,1,0,0,4,7,1210,290,1968,0,122042,1480,7308,2,78,290000
65434748,02-10-2016,3,1.5,,42070,1,0,0,3,7,1870,0,1953,0,122056,1870,19965,3,74,285000
65434749,02-10-2016,4,2,1720,5472,1,0,0,3,6,860,860,1923,0,122051,1720,5670,3,58,275000
65434750,02-10-2016,2,0.5,1180,7750,1,0,0,4,6,590,590,1945,0,122014,1380,8976,3,50,273000
65434751,02-10-2016,3,2,1610,8416,1,0,0,3,7,1610,0,1994,0,122067,1600,8308,1,77,268000
65434752,02-10-2016,3,1.5,1530,7500,1.5,0,0,3,7,1530,0,1986,0,122024,2080,11250,1,51,265000
65434753,02-10-2016,2,1,1410,5650,1.5,0,0,3,6,1410,0,1918,0,122051,1430,5650,2,58,260000
65434754,02-10-2016,2,1,780,8160,1,0,0,4,6,780,0,1953,0,122038,1310,8160,1,77,254922
65434755,02-10-2016,4,2,1500,7854,1.5,0,0,3,7,1500,0,1983,0,122018,1500,7334,2,74,249900
65434756,02-10-2016,3,1.5,1630,6625,1,0,0,5,7,980,650,1980,0,122018,1440,7145,2,57,230000
65434757,02-10-2016,2,1,750,6089,1,0,2,3,6,750,0,1937,0,122042,1430,6451,1,65,213000
65434758,02-10-2016,3,1,1000,5454,1,0,0,3,7,1000,0,1954,0,122038,1320,5250,1,77,210000
65434759,02-10-2016,3,1.75,1170,9085,1,0,0,3,7,1170,0,1967,0,122018,1230,9085,3,50,185000
65434760,02-10-2016,3,1,940,7125,1.5,0,0,4,7,940,0,1958,0,122066,1170,7125,1,78,185000
65434761,02-10-2016,3,1.5,1020,10152,1,0,0,5,6,1020,0,1959,0,122053,1320,8892,3,68,165000
65434762,02-10-2016,5,1.5,1710,8100,1.5,0,0,4,7,1710,0,1961,0,122066,1480,8025,3,74,158550
65434763,02-10-2016,1,0.75,,7203,1.5,0,0,3,6,840,0,1949,0,122056,1560,8603,2,62,124000
65434764,03-10-2016,4,1.75,2100,6613,2,0,0,3,8,2100,0,1909,2004,122009,1630,5750,2,53,750000
65434765,03-10-2016,2,1.75,1210,1189,2,0,0,3,8,1210,0,2014,0,122011,1540,1672,2,74,351358
65434766,03-10-2016,1,1,580,1799,1,0,0,3,7,580,0,1908,2005,122007,1260,4000,2,62,330600
65434767,03-10-2016,3,1.75,1550,6225,1,0,0,4,7,1550,0,1949,0,122072,1760,9496,1,74,199950
65434768,04-10-2016,,2.75,2040,8996,1,0,0,4,8,1260,780,1974,0,122010,2470,9180,3,67,464625
65434769,04-10-2016,3,1.75,1290,4000,1,0,0,3,6,1170,120,1943,0,122034,1140,4000,3,76,250800
65434770,04-10-2016,3,1,1300,8284,1,0,0,3,7,1300,0,1968,0,122040,1360,7848,1,78,169575
65434771,05-10-2016,4,3.25,4250,12281,2,0,4,3,12,3020,1230,1996,0,122027,4940,12941,3,50,1620000
65434772,05-10-2016,4,3,,,2.5,0,0,5,9,2720,1000,1905,0,122013,2610,5000,2,77,1440000
65434773,05-10-2016,5,3.5,4350,6218,2,0,2,3,10,3520,830,2007,0,122012,3260,5989,1,63,1150000
65434774,05-10-2016,6,3.75,4090,49542,2,0,0,3,9,3100,990,1984,0,122049,2980,43357,2,68,1150000
65434775,05-10-2016,6,4.25,3100,9378,3,0,2,3,11,3100,0,1978,0,122047,3270,6334,3,68,1130000
65434776,05-10-2016,4,3,2720,4800,1.5,0,0,5,8,1790,930,1928,0,122004,2260,4800,1,64,1020000
65434777,05-10-2016,4,2.5,3430,42775,2,0,0,3,10,3430,0,1992,0,122037,3190,36820,3,59,829950
65434778,05-10-2016,3,2.5,3400,38400,1,0,4,3,8,1870,1530,1955,2015,122050,3400,24338,3,70,825000
65434779,05-10-2016,3,1.75,2080,5000,2,0,0,5,8,2080,0,1906,0,122028,1820,5000,3,72,825000
65434780,05-10-2016,4,2.5,3320,7429,2,0,0,3,9,3320,0,2014,0,122033,1840,7429,1,78,799950
65434781,05-10-2016,,3.5,3290,5600,2,0,0,3,9,2670,620,2004,0,122005,3130,5600,2,79,775000
65434782,05-10-2016,3,2.5,3190,49137,2,0,0,3,9,3190,0,1988,0,122019,3240,53143,2,78,760750
65434783,05-10-2016,4,2.5,3200,36276,2,0,0,3,9,3200,0,1993,0,122045,2930,33171,1,79,737500
65434784,05-10-2016,4,3.5,4420,7902,2,0,0,3,10,3350,1070,2004,0,122008,3440,7851,2,72,730000
65434785,05-10-2016,4,2.25,2620,10536,1,0,0,3,8,1520,1100,1979,0,122020,2760,12431,3,59,705000
65434786,05-10-2016,4,2.5,3320,244807,2,0,0,3,9,3320,0,2001,0,122062,2530,217800,2,56,675000
65434787,05-10-2016,3,2.5,2220,2873,2,0,0,3,10,2010,210,2012,0,122012,2290,3213,3,56,654000
65434788,05-10-2016,4,2,1940,5000,1,0,0,4,7,980,960,1910,0,122026,1940,5000,1,75,639000
65434789,05-10-2016,3,2,2360,118483,1,0,0,3,8,2360,0,1981,0,122036,2660,91476,2,67,589000
65434790,05-10-2016,3,2.5,1710,1904,2,0,0,3,8,1140,570,2003,0,122009,1260,1316,1,73,579000
65434791,05-10-2016,4,2.25,2810,25990,2,0,0,3,8,1860,950,1959,0,122039,2020,16140,1,53,571500
65434792,05-10-2016,,2.75,3160,9072,2,0,0,3,9,3160,0,2005,0,122053,3160,9072,2,55,553000
65434793,05-10-2016,2,1,1080,3420,1,0,0,4,7,780,300,1922,0,122026,1380,3656,3,70,550000
65434794,05-10-2016,4,2.5,2420,8056,1,0,0,3,8,1680,740,1988,0,122011,2160,6807,1,57,550000
65434795,05-10-2016,3,2.5,2680,5860,2,0,0,3,8,2680,0,2001,0,122017,2680,5860,1,70,549950
65434796,05-10-2016,3,2.5,2400,12546,1,0,0,3,9,2400,0,1983,0,122019,2940,12150,3,62,535000
65434797,05-10-2016,2,1.5,1390,5000,1,0,0,4,8,970,420,1954,0,122009,1610,5000,3,57,530000
65434798,05-10-2016,2,,1500,1174,2,0,0,3,8,1140,360,2014,0,122026,1550,1519,3,71,529950
65434799,05-10-2016,,3.25,1460,1254,3,0,0,3,8,1460,0,2000,0,122028,1400,1255,1,71,521000
65434800,05-10-2016,3,2,1410,5000,1,0,0,5,7,740,670,1908,0,122026,1830,4000,1,58,517950
65434801,05-10-2016,4,2.5,2440,10423,1,0,0,3,7,2440,0,1955,1993,122033,1990,7758,2,69,510000
65434802,05-10-2016,3,2.5,1995,1483,3,0,0,3,8,1760,235,2005,0,122013,1520,1173,2,76,505000
65434803,05-10-2016,3,1.75,1680,2552,1,0,0,4,7,840,840,1952,0,122007,1220,3880,1,56,480000
65434804,05-10-2016,3,1.75,2040,273556,1,0,0,3,7,2040,0,1997,0,122069,1790,273556,3,56,467500
65434805,05-10-2016,4,2.5,2350,3760,2,0,0,3,8,2350,0,2014,0,122015,2590,4136,1,72,459995
65434806,05-10-2016,2,2.5,1350,944,2,0,0,3,9,870,480,2004,0,122009,1440,1350,1,67,439000
65434807,05-10-2016,3,2.5,1940,10800,1,0,0,3,8,1340,600,1979,0,122037,2080,9600,2,66,432500
65434808,05-10-2016,3,2.5,1860,11122,2,0,0,3,8,1860,0,1994,0,122015,2420,8542,2,69,429000
65434809,05-10-2016,4,1,1750,9600,1.5,0,0,4,7,1750,0,1954,0,122027,1750,10530,2,75,420000
65434810,05-10-2016,5,3,,6664,1,0,0,3,7,1340,930,1995,0,122022,1870,6187,3,64,417500
65434811,05-10-2016,3,1.5,1470,6867,1,0,0,3,8,1470,0,1955,0,122014,1470,6523,1,50,401000
65434812,05-10-2016,,3,1810,5012,2,0,0,4,7,1810,0,1997,0,122059,1670,5161,2,56,400000
65434813,05-10-2016,3,2.25,1350,980,2,0,0,3,8,1050,300,2007,0,122054,1350,1245,3,53,397500
65434814,05-10-2016,5,1.75,2100,9599,1,0,0,3,7,1060,1040,1961,0,122033,1680,10712,1,64,395000
65434815,05-10-2016,2,1.5,1870,12960,1.5,0,0,4,6,1350,520,1926,0,122051,1380,7800,3,75,390000
65434816,05-10-2016,2,1.5,1140,7620,1,0,0,4,6,1140,0,1925,0,122034,1300,7620,3,79,379900
65434817,05-10-2016,3,2,1370,7200,1,0,0,3,7,1130,240,1926,1955,122022,1300,7208,2,71,377500
65434818,05-10-2016,4,2.25,2070,8893,2,0,0,4,8,2070,0,1986,0,122046,2390,7700,1,66,365000
65434819,05-10-2016,4,2.5,2300,219106,1,0,0,4,7,1840,460,1958,0,122024,2120,123710,1,69,352500
65434820,05-10-2016,3,1.75,1320,10500,1,0,0,3,7,1320,0,1966,0,122033,1310,10500,2,76,350000
65434821,05-10-2016,3,1,1080,5250,1,0,0,4,7,1080,0,1947,0,122038,1100,5250,3,61,329500
65434822,05-10-2016,3,2.25,2480,8755,2,0,0,3,8,2480,0,1979,0,122046,2280,9940,2,51,325000
65434823,05-10-2016,3,1,1040,7288,1,0,0,3,7,1040,0,1959,0,122022,1160,7287,2,52,324950
65434824,05-10-2016,4,2.5,2300,3825,2,0,0,3,7,2300,0,2012,0,122035,2110,3825,1,57,320000
65434825,05-10-2016,2,1,720,5750,1,0,0,2,6,720,0,1943,0,122016,980,6125,1,58,310000
65434826,05-10-2016,5,2.75,2000,9276,2,0,0,4,7,2000,0,1968,0,122042,1240,8270,1,68,300000
65434827,05-10-2016,4,2.5,2230,4952,2,0,0,3,8,2230,0,2011,0,122072,2030,3721,3,61,297000
65434828,05-10-2016,4,,2350,8906,2,0,0,3,7,2350,0,1993,0,122067,2000,8165,1,77,295000
65434829,05-10-2016,4,2,1710,8814,1,0,0,5,7,1030,680,1975,0,122067,1710,7272,3,66,295000
65434830,05-10-2016,4,1.75,2120,9706,1,0,0,3,7,1370,750,1965,0,122056,1730,11337,2,77,293550
65434831,05-10-2016,2,1,1020,6380,1,0,0,3,7,1020,0,1930,1973,122006,1380,6380,2,66,290000
65434832,05-10-2016,3,1.5,1460,8505,1,0,0,4,7,1460,0,1955,0,122042,1580,8505,3,54,265000
65434833,05-10-2016,3,2.25,1900,7250,1,0,0,3,7,1250,650,1967,0,122052,1560,9420,1,64,245000
65434834,05-10-2016,3,1.5,,10000,1,0,0,4,7,2100,0,1954,0,122043,1300,7500,1,59,245000
65434835,05-10-2016,2,1,1150,15000,1,0,0,3,6,1060,90,1930,2013,122056,1350,15000,3,71,224000
65434836,05-10-2016,3,2,1290,9312,1,0,0,3,7,1290,0,1947,0,122056,1650,7300,3,64,215000
65434837,05-10-2016,4,2.5,2100,19680,1.5,0,0,3,6,2100,0,1914,0,122042,1340,12300,2,52,207000
65434838,05-10-2016,3,1,1090,17630,1,0,0,4,7,1090,0,1962,0,122072,1300,12000,3,67,197000
65434839,05-10-2016,3,2,1320,7625,1,0,0,3,7,1320,0,1987,0,122024,1420,7500,1,72,190000
65434840,06-10-2016,5,5,5450,20412,2,0,0,3,11,5450,0,2014,0,122071,3160,17825,1,69,3420000
65434841,06-10-2016,8,6,4340,9415,2,0,0,3,8,4340,0,1967,0,122048,2050,9100,3,69,2150000
65434842,06-10-2016,3,2.75,3940,9671,1,0,4,5,9,2140,1800,1967,0,122027,3390,9360,3,75,1450000
65434843,06-10-2016,4,4.75,5310,57346,2,0,0,4,11,5310,0,1989,0,122037,4180,47443,3,66,1370000
65434844,06-10-2016,3,2.5,2860,4500,2,0,2,3,8,1980,880,1915,0,122003,2310,4500,2,76,1230000
65434845,06-10-2016,5,5,3960,94089,2,0,0,3,10,3960,0,1998,0,122024,2240,64468,3,75,1180000
65434846,06-10-2016,3,2.5,2920,8113,2,0,0,3,8,2920,0,1950,2010,122048,2370,8113,3,78,1090000
65434847,06-10-2016,5,3.5,5050,16500,2,0,2,3,11,5050,0,2001,0,122020,4570,16500,3,50,1030000
65434848,06-10-2016,4,2.5,3480,13421,2,0,0,3,11,3480,0,1995,0,122012,3290,9642,3,79,878000
65434849,06-10-2016,4,4.5,4040,8400,2,0,0,3,9,3220,820,2006,0,122005,3940,8400,1,76,860000
65434850,06-10-2016,7,6.75,7480,41664,2,0,2,3,11,5080,2400,1953,0,122031,2810,33190,2,66,800000
65434851,06-10-2016,,2.75,2990,4298,2,0,0,3,9,2990,0,2014,0,122005,2990,4837,2,79,779950
65434852,06-10-2016,,2.75,2390,9300,1,0,0,3,8,1430,960,1979,0,122048,1910,9348,3,57,770126
65434853,06-10-2016,2,2,2180,21392,2,0,0,3,8,2180,0,1934,1979,122033,2890,22000,2,54,750000
65434854,06-10-2016,4,1.75,2360,11300,1,0,0,4,9,2360,0,1974,0,122027,2290,11951,1,67,732000
65434855,06-10-2016,4,2.5,,,2,0,0,3,8,2540,0,2009,0,122005,3010,4929,1,70,717000
65434856,06-10-2016,5,2,2280,5400,1.5,0,0,4,7,1340,940,1947,0,122004,1770,5000,3,72,712500
65434857,06-10-2016,2,1,1620,9855,1,0,4,3,8,1320,300,1948,0,122016,1820,7700,3,57,700000
65434858,06-10-2016,3,1.75,2070,6000,1,0,3,3,8,1340,730,1955,0,122016,2200,6000,1,80,690000
65434859,06-10-2016,,4.5,3900,9100,2,0,0,3,8,2870,1030,1979,0,122005,2080,9216,3,54,650000
65434860,06-10-2016,4,2.25,1900,11171,1,0,0,3,8,1280,620,1984,0,122027,2330,9934,1,77,629000
65434861,06-10-2016,3,1.75,1970,8540,1,0,3,4,8,1130,840,1950,0,122050,2280,8540,3,71,606000
65434862,06-10-2016,4,1.5,2430,4995,1.5,0,0,4,7,1730,700,1928,0,122054,2240,5000,1,71,580000
65434863,06-10-2016,,3.5,1420,1217,2,0,0,3,8,1180,240,2003,0,122006,1494,1264,3,63,579950
65434864,06-10-2016,,,2180,5799,2,0,0,4,8,2180,0,1993,0,122011,2060,6061,1,50,571500
65434865,06-10-2016,4,2.5,2830,10954,2,0,0,3,8,2830,0,2003,0,122008,2470,10443,3,58,569000
65434866,06-10-2016,2,1.75,1740,4736,1.5,0,2,4,7,1040,700,1907,0,122054,2020,4215,2,76,565000
65434867,06-10-2016,4,2,1710,3875,1.5,0,0,4,7,1710,0,1907,0,122044,1710,3812,1,60,565000
65434868,06-10-2016,2,2,1930,5520,1,0,0,3,8,1930,0,2006,0,122045,1640,4533,1,57,559000
65434869,06-10-2016,4,1.5,3050,82764,1,0,0,3,8,1650,1400,1966,0,122053,2930,10074,2,77,555000
65434870,06-10-2016,5,2.75,,9473,1,0,0,3,8,1500,1500,1966,0,122005,2050,8820,2,72,550000
65434871,06-10-2016,3,,2140,40173,2,0,0,4,8,2140,0,1990,0,122012,2380,43016,1,77,545000
65434872,06-10-2016,5,1.5,1940,10202,1.5,0,0,4,7,1940,0,1940,0,122022,1900,8000,3,50,540000
65434873,06-10-2016,,2.75,2910,9000,1,0,0,4,8,2130,780,1966,0,122027,1970,9000,1,74,539950
65434874,06-10-2016,5,2.25,2530,8250,2,0,0,4,7,2530,0,1961,0,122030,2020,8250,2,59,527500
65434875,06-10-2016,2,1,1450,4500,1.5,0,0,4,7,1450,0,1921,0,122026,1470,5000,3,51,526000
65434876,06-10-2016,4,2.5,2403,6172,2,0,0,3,9,2403,0,1999,0,122058,2380,6075,2,50,519900
65434877,06-10-2016,4,2.5,2830,13760,2,0,0,3,8,2830,0,1993,0,122055,2350,14029,2,74,518000
65434878,06-10-2016,,4,3530,10935,2,0,0,3,10,3530,0,1992,0,122018,3360,11250,1,74,510000
65434879,06-10-2016,,3,2280,7400,1,0,0,3,7,1340,940,1978,0,122022,1540,7500,1,60,505000
65434880,06-10-2016,2,1,1570,4704,1.5,0,1,3,8,1570,0,1931,0,122016,1820,4704,2,65,502000
65434881,06-10-2016,3,1.5,960,4600,1,0,0,3,6,960,0,1944,0,122010,2230,9350,3,59,500000
65434882,06-10-2016,3,2,2005,7000,1,0,0,3,7,1605,400,1980,0,122044,1750,4500,1,79,491000
65434883,06-10-2016,4,2,1830,9610,1,0,0,3,7,1830,0,1963,0,122010,1970,10754,1,61,488250
65434884,06-10-2016,3,1,1130,5758,1,0,0,3,7,960,170,1939,0,122032,1510,6000,2,51,485000
65434885,06-10-2016,3,2.5,2280,3710,1,0,0,3,8,1550,730,1990,0,122021,2030,3710,3,55,475000
65434886,06-10-2016,4,2.5,3202,4964,2,0,0,3,9,3202,0,2014,0,122065,2425,4886,1,64,460940
65434887,06-10-2016,3,1.75,2560,8400,1,0,0,3,7,1970,590,1959,0,122017,1970,8400,3,69,460000
65434888,06-10-2016,3,1.5,1160,1031,3,0,0,3,8,1160,0,2008,0,122028,1268,1688,2,64,459000
65434889,06-10-2016,3,2.25,1540,1270,3,0,0,3,7,1540,0,2014,0,122028,1230,1454,3,63,449950
65434890,06-10-2016,4,1.75,2560,8270,1,0,0,3,7,1480,1080,1979,0,122021,2320,8450,2,55,448000
65434891,06-10-2016,3,1.75,2350,7641,1,0,0,3,7,1510,840,1978,0,122033,2190,7500,1,58,440000
65434892,06-10-2016,3,2.5,1680,2801,2,0,0,3,7,1680,0,2011,0,122017,1920,2723,2,75,439000
65434893,06-10-2016,3,1.75,1660,8301,1,0,0,5,7,1660,0,1955,0,122058,1660,9489,3,65,434000
65434894,06-10-2016,3,1.75,1610,7900,1,0,0,4,8,1310,300,1960,0,122050,2210,7700,3,68,430000
65434895,06-10-2016,4,2,1330,9188,1.5,0,0,3,7,1330,0,1928,2004,122043,1770,10419,1,76,425000
65434896,06-10-2016,3,2.5,1860,15457,2,0,0,3,8,1860,0,1997,0,122055,2040,14055,2,52,410000
65434897,06-10-2016,3,1.75,1370,9680,1,0,0,4,7,1370,0,1977,0,122019,1370,10208,2,74,400000
65434898,06-10-2016,3,2.5,1450,8064,1,0,0,3,8,1450,0,1984,0,122019,1710,9554,2,78,400000
65434899,06-10-2016,5,2.25,2070,10488,1,0,0,4,7,1080,990,1958,0,122029,1740,9225,3,73,400000
65434900,06-10-2016,3,2.5,1800,3300,2,0,0,3,7,1690,110,2004,0,122051,1570,3902,2,64,399000
65434901,06-10-2016,2,1,740,4275,1,0,0,5,6,740,0,1924,0,122006,1900,4275,2,53,392800
65434902,06-10-2016,3,2,1930,12443,1,0,0,3,7,1930,0,1969,0,122025,1400,12183,1,78,390000
65434903,06-10-2016,5,1.5,1750,9780,1.5,0,0,4,7,1750,0,1961,0,122058,1750,10295,1,72,385000
65434904,06-10-2016,3,2.5,1470,3999,2,0,0,3,7,1470,0,2003,0,122008,1960,4444,3,69,381000
65434905,06-10-2016,,3,2420,9566,2,0,0,3,7,2420,0,2003,0,122070,2420,9135,3,59,375000
65434906,06-10-2016,5,2.25,3260,7969,2,0,0,4,8,3260,0,1982,0,122018,2070,7962,3,71,353950
65434907,06-10-2016,3,1.75,1560,5760,1,0,0,5,6,780,780,1927,0,122034,1320,7680,3,68,353900
65434908,06-10-2016,3,1.75,1730,11986,1,0,3,5,6,1730,0,1918,0,122043,2490,9264,2,52,340000
65434909,06-10-2016,2,1.75,1060,1202,2,0,0,3,7,760,300,2003,0,122016,1060,1493,1,80,335000
65434910,06-10-2016,3,3,,1001,3,0,0,3,8,1370,0,2009,0,122038,1399,1151,2,61,327000
65434911,06-10-2016,2,1,1150,9186,1,0,0,3,7,1150,0,1946,0,122056,1390,10690,2,80,324950
65434912,06-10-2016,2,1,1030,8576,1.5,0,0,5,6,1030,0,1952,0,122014,1310,8504,1,72,315000
65434913,06-10-2016,2,2.25,1240,705,2,0,0,3,7,1150,90,2009,0,122012,1240,750,2,77,315000
65434914,06-10-2016,4,2.5,,6487,2,0,0,3,7,2230,0,2003,0,122023,2230,6882,2,58,305000
65434915,06-10-2016,3,1,1520,8320,1,0,0,3,6,1520,0,1953,0,122038,1500,8320,3,77,299000
65434916,06-10-2016,3,1,1340,18000,1,0,0,4,7,1340,0,1924,0,122069,1660,196591,2,56,297000
65434917,06-10-2016,3,2.5,,4898,2,0,0,3,7,1660,0,2011,0,122024,1810,4462,1,70,295000
65434918,06-10-2016,3,1.75,2060,7251,1,0,0,3,7,1350,710,1987,0,122065,1520,7582,1,64,290000
65434919,06-10-2016,3,1.5,1230,7500,1,0,0,3,7,1230,0,1962,0,122043,1260,7800,3,78,270000
65434920,06-10-2016,2,1,760,4000,1,0,0,4,6,760,0,1950,0,122059,1640,4500,3,68,265000
65434921,06-10-2016,4,2.5,1960,5238,2,0,0,3,7,1960,0,2003,0,122024,1800,5894,3,79,260000
65434922,06-10-2016,2,1,770,6542,1,0,0,3,6,770,0,1948,0,122014,1120,8149,2,50,259950
65434923,06-10-2016,3,1.75,2090,7461,1,0,0,3,6,1200,890,1986,0,122065,1420,7462,2,51,258000
65434924,06-10-2016,3,1.75,1410,9315,1,0,0,5,7,1410,0,1960,0,122067,1630,8250,3,51,255000
65434925,06-10-2016,3,2.5,2020,6564,1,0,0,3,7,1310,710,1994,0,122035,1710,5151,2,64,253000
65434926,06-10-2016,3,1,930,6060,1,0,0,4,6,930,0,1973,0,122051,1640,6364,1,63,250000
65434927,06-10-2016,3,1,1470,7350,1,0,0,3,7,1470,0,1969,0,122066,1720,8050,3,61,240000
65434928,06-10-2016,4,1.75,2020,10332,1,0,0,3,7,1010,1010,1954,0,122056,2240,8379,3,54,240000
65434929,06-10-2016,3,1.5,1810,14400,1,0,0,4,7,1810,0,1954,0,122039,1710,12000,1,62,229500
65434930,06-10-2016,1,1,550,16345,1,0,0,3,4,550,0,1945,0,122034,1100,9240,3,62,188000
65434931,07-10-2016,3,3.5,,5634,2,1,4,3,11,2830,930,2014,0,122053,3560,5762,2,60,2230000
65434932,07-10-2016,2,2.5,2310,3313,2,0,0,3,9,2310,0,2006,0,122003,2700,5670,1,80,1250000
65434933,07-10-2016,,3.5,3900,4400,2,0,0,3,9,2650,1250,2014,0,122026,1190,4400,1,50,1200000
65434934,07-10-2016,3,2.25,2160,7500,2,0,0,3,10,2160,0,1982,0,122047,1550,3839,1,57,1010000
65434935,07-10-2016,3,2.25,2300,15952,1,0,0,4,8,1150,1150,1963,0,122071,2200,14284,3,79,1000000
65434936,07-10-2016,3,3.5,3840,53696,2,0,0,3,9,3840,0,1996,0,122037,3810,35181,2,60,970000
65434937,07-10-2016,,3.5,2450,9248,2,0,4,3,8,1960,490,1933,1993,122016,2620,10207,3,79,939000
65434938,07-10-2016,4,1.5,2890,9000,2,0,4,3,8,2090,800,1939,0,122051,2550,8400,1,54,910000
